Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
2020-12-31,ID-JI,Jawa Timur,1644,163,1257,224,84410,6399,75172,2839,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.7329414,-7.723345579,40.61,2085.28,4.03,158.08,15.81,7.58%,89.06%,1.72,2.81
2020-10-18,ID-KR,Kepulauan Riau,68,1,35,32,2836,70,2266,500,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,35.24,1469.89,0.52,36.28,3.63,2.47%,79.90%,,1.0
2020-10-09,ID-JB,Jawa Barat,520,3,513,4,28516,614,17561,10341,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,11.51,631.43,0.07,13.6,1.36,2.15%,61.58%,0.84,0.43
2020-11-21,IDN,Indonesia,4998,96,3403,1499,493308,15774,413955,63579,Country,,,Indonesia,Asia,,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,18.85,1860.24,0.36,59.48,5.95,3.20%,83.91%,1.04,1.23
2021-05-07,ID-NT,Nusa Tenggara Timur,89,6,116,-33,15173,389,13132,1652,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,16.45,2803.94,1.11,71.89,7.19,2.56%,86.55%,0.33,2.0
2020-04-14,ID-SS,Sumatera Selatan,1,0,0,1,19,2,4,13,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,0.12,2.31,0.0,0.24,0.02,10.53%,21.05%,,1.0
2021-07-25,ID-KR,Kepulauan Riau,599,14,608,-23,41408,956,31635,8817,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,310.46,21461.59,7.26,495.49,49.55,2.31%,76.40%,0.87,0.67
2021-01-13,ID-BT,Banten,185,7,250,-72,21034,623,18784,1627,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.1090043,-6.456736388,17.25,1961.69,0.65,58.1,5.81,2.96%,89.30%,1.06,0.37
2021-07-23,ID-KI,Kalimantan Timur,1505,63,808,634,103060,2755,81868,18437,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,423.68,29013.08,17.74,775.58,77.56,2.67%,79.44%,0.77,0.84
2021-12-24,ID-SA,Sulawesi Utara,0,0,0,0,34790,1063,33618,109,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,0.0,13168.63,0.0,402.36,40.24,3.06%,96.63%,0.0,1.0
2021-05-09,ID-MU,Maluku Utara,1,0,0,1,4434,120,4219,95,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.5391072,0.212036949,0.76,3390.42,0.0,91.76,9.18,2.71%,95.15%,,1.0
2020-11-25,ID-BA,Bali,95,2,68,25,13389,415,12366,608,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,22.53,3175.63,0.47,98.43,9.84,3.10%,92.36%,0.86,1.0
2021-12-19,ID-MU,Maluku Utara,0,0,0,0,12105,303,11797,5,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.5391072,0.212036949,0.0,9255.98,0.0,231.69,23.17,2.50%,97.46%,1.0,1.0
2020-09-06,ID-GO,Gorontalo,4,0,4,0,2185,59,1875,251,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,3.39,1850.67,0.0,49.97,5.0,2.70%,85.81%,0.18,0.0
2022-06-22,ID-GO,Gorontalo,0,0,0,0,13903,486,13413,4,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,0.0,11775.71,0.0,411.64,41.16,3.50%,96.48%,1.0,1.0
2021-03-08,ID-SG,Sulawesi Tenggara,9,1,25,-17,10107,201,9409,497,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,3.41,3835.0,0.38,76.27,7.63,1.99%,93.09%,1.8,
2021-06-09,ID-LA,Lampung,112,1,24,87,19069,964,16205,1900,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.0214366,-4.916792975,12.31,2096.51,0.11,105.99,10.6,5.06%,84.98%,1.09,0.14
2020-04-11,ID-JK,DKI Jakarta,190,10,7,173,1529,221,154,1154,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,17.52,140.97,0.92,20.38,2.04,14.45%,10.07%,3.58,0.91
2022-05-16,ID-PA,Papua,0,0,0,0,48572,578,47791,203,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,0.0,11190.81,0.0,133.17,13.32,1.19%,98.39%,1.0,1.0
2021-05-15,ID-JK,DKI Jakarta,227,15,573,-361,419042,6925,404793,7324,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,20.93,38635.11,1.38,638.48,63.85,1.65%,96.60%,0.36,0.94
2020-11-13,ID-NB,Nusa Tenggara Barat,48,0,0,48,4362,230,3539,593,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,9.11,827.67,0.0,43.64,4.36,5.27%,81.13%,1.71,1.0
2022-05-09,ID-SR,Sulawesi Barat,0,0,0,0,15542,391,15145,6,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.3450194,-2.461746053,0.0,9962.92,0.0,250.64,25.06,2.52%,97.45%,1.0,1.0
2022-02-27,ID-KB,Kalimantan Barat,603,2,627,-26,52597,1078,45382,6137,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.1211776,-0.086474572,111.2,9699.21,0.37,198.79,19.88,2.05%,86.28%,0.65,2.0
2021-08-20,ID-MU,Maluku Utara,18,0,64,-46,11344,279,9951,1114,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.5391072,0.212036949,13.76,8674.09,0.0,213.33,21.33,2.46%,87.72%,0.43,0.0
2021-10-29,ID-ST,Sulawesi Tengah,3,2,18,-17,46999,1592,45269,138,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.2010927,-1.00413668,1.02,15901.86,0.68,538.64,53.86,3.39%,96.32%,0.12,2.0
2022-03-19,ID-BE,Bengkulu,21,0,194,-173,28900,510,26360,2030,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,10.5,14453.33,0.0,255.06,25.51,1.76%,91.21%,0.66,0.0
2022-06-26,ID-JT,Jawa Tengah,27,1,7,19,628090,33320,594279,491,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,0.74,17272.27,0.03,916.29,91.63,5.30%,94.62%,0.96,1.0
2022-02-10,ID-KR,Kepulauan Riau,113,0,39,74,55636,1749,53151,736,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,58.57,28835.91,0.0,906.5,90.65,3.14%,95.53%,0.76,1.0
2021-04-13,ID-RI,Riau,253,7,196,50,37394,917,34279,2198,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,41.65,6156.3,1.15,150.97,15.1,2.45%,91.67%,1.73,1.17
2021-06-03,ID-GO,Gorontalo,0,0,11,-11,5509,172,5259,78,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,0.0,4666.07,0.0,145.68,14.57,3.12%,95.46%,0.0,1.0
2020-05-20,ID-GO,Gorontalo,0,0,1,-1,28,2,15,11,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,0.0,23.72,0.0,1.69,0.17,7.14%,53.57%,1.0,1.0
2021-06-28,ID-JI,Jawa Timur,1083,67,557,459,170754,12567,150609,7578,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.7329414,-7.723345579,26.75,4218.33,1.66,310.46,31.05,7.36%,88.20%,1.22,1.0
2021-12-24,ID-KI,Kalimantan Timur,1,0,2,-1,158317,5452,152833,32,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,0.28,44568.83,0.0,1534.83,153.48,3.44%,96.54%,0.5,1.0
2021-11-02,ID-SN,Sulawesi Selatan,16,1,55,-40,109705,2233,107231,241,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.1620559,-3.731080714,1.7,11637.46,0.11,236.88,23.69,2.04%,97.74%,1.6,
2022-07-02,ID-KB,Kalimantan Barat,4,0,19,-15,64746,1128,63596,22,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.1211776,-0.086474572,0.74,11939.56,0.0,208.01,20.8,1.74%,98.22%,4.0,1.0
2020-06-18,ID-BA,Bali,65,0,3,62,890,5,335,550,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,15.42,211.09,0.0,1.19,0.12,0.56%,37.64%,1.38,1.0
2022-01-29,ID-KT,Kalimantan Tengah,6,0,0,6,45707,1436,44231,40,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.4176536,-1.602484653,2.33,17782.83,0.0,558.69,55.87,3.14%,96.77%,1.2,1.0
2021-03-22,ID-SA,Sulawesi Utara,16,0,61,-45,15280,500,12361,2419,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,6.06,5783.75,0.0,189.26,18.93,3.27%,80.90%,4.0,1.0
2021-08-11,ID-KS,Kalimantan Selatan,687,24,247,416,55940,1652,42915,11373,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.993594979,170.77,13904.88,5.97,410.63,41.06,2.95%,76.72%,1.19,0.92
2022-05-23,ID-SA,Sulawesi Utara,1,0,0,1,51513,1190,50293,30,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,0.38,19498.59,0.0,450.44,45.04,2.31%,97.63%,,1.0
2021-08-20,ID-SG,Sulawesi Tenggara,62,5,116,-59,19064,464,16139,2461,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,23.53,7233.65,1.9,176.06,17.61,2.43%,84.66%,0.4,0.63
2022-04-25,ID-NB,Nusa Tenggara Barat,0,1,2,-3,36052,899,34964,189,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,0.0,6840.67,0.19,170.58,17.06,2.49%,96.98%,1.0,
2021-01-09,ID-ST,Sulawesi Tengah,131,4,73,54,4504,124,2475,1905,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.2010927,-1.00413668,44.32,1523.9,1.35,41.95,4.2,2.75%,54.95%,0.83,4.0
2022-05-13,ID-KU,Kalimantan Utara,1,0,0,1,45308,858,44375,75,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.891012621,1.54,69875.87,0.0,1323.24,132.32,1.89%,97.94%,,1.0
2020-11-30,ID-PA,Papua,5,1,100,-96,10014,145,5331,4538,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,1.15,2307.19,0.23,33.41,3.34,1.45%,53.24%,0.63,
2022-08-15,ID-SN,Sulawesi Selatan,5,0,0,5,144075,2482,141467,126,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.1620559,-3.731080714,0.53,15283.42,0.0,263.29,26.33,1.72%,98.19%,0.42,1.0
2021-04-09,ID-MA,Maluku,2,0,4,-2,7403,113,6933,357,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,1.08,4007.91,0.0,61.18,6.12,1.53%,93.65%,0.22,1.0
2020-05-27,ID-JB,Jawa Barat,30,6,46,-22,2459,153,781,1525,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,0.66,54.45,0.13,3.39,0.34,6.22%,31.76%,0.91,1.5
2021-04-01,ID-PB,Papua Barat,23,0,28,-5,8332,133,7758,441,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,20.16,7304.28,0.0,116.59,11.66,1.60%,93.11%,1.21,0.0
2022-08-29,ID-PB,Papua Barat,9,0,8,1,32015,385,31487,143,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,7.89,28066.08,0.0,337.51,33.75,1.20%,98.35%,0.82,1.0
2022-06-12,ID-KS,Kalimantan Selatan,1,0,0,1,84334,2535,81778,21,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.993594979,0.25,20962.71,0.0,630.12,63.01,3.01%,96.97%,0.2,1.0
2021-09-23,ID-GO,Gorontalo,43,0,76,-33,11687,458,10990,239,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,36.42,9898.78,0.0,387.92,38.79,3.92%,94.04%,1.54,0.0
2020-05-03,ID-BE,Bengkulu,0,0,0,0,12,2,1,9,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,0.0,6.0,0.0,1.0,0.1,16.67%,8.33%,1.0,1.0
2021-04-01,ID-LA,Lampung,43,2,38,3,14062,758,12770,534,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.0214366,-4.916792975,4.73,1546.02,0.22,83.34,8.33,5.39%,90.81%,1.48,1.0
2021-11-13,ID-JI,Jawa Timur,49,1,46,2,398872,29673,369065,134,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.7329414,-7.723345579,1.21,9853.8,0.02,733.05,73.3,7.44%,92.53%,1.48,0.25
2021-03-03,ID-JI,Jawa Timur,430,25,476,-71,130630,9129,115245,6256,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.7329414,-7.723345579,10.62,3227.1,0.62,225.52,22.55,6.99%,88.22%,1.05,1.14
2020-05-09,IDN,Indonesia,533,16,113,404,13645,959,2607,10079,Country,,,Indonesia,Asia,,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,2.01,51.45,0.06,3.62,0.36,7.03%,19.11%,1.59,1.23
2020-06-15,ID-BE,Bengkulu,0,0,4,-4,101,6,62,33,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,0.0,50.51,0.0,3.0,0.3,5.94%,61.39%,0.0,1.0
2021-12-10,ID-NB,Nusa Tenggara Barat,1,0,2,-1,27787,815,26894,78,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,0.19,5272.43,0.0,154.64,15.46,2.93%,96.79%,0.33,1.0
2022-08-27,IDN,Indonesia,4170,15,2514,1641,6343076,157493,6137394,48189,Country,,,Indonesia,Asia,,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,15.72,23919.39,0.06,593.9,59.39,2.48%,96.76%,0.92,0.71
2022-07-20,ID-JT,Jawa Tengah,98,0,138,-40,629379,33339,595106,934,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,2.69,17307.72,0.0,916.81,91.68,5.30%,94.55%,1.07,1.0
2021-06-11,ID-BA,Bali,46,2,68,-24,47688,1517,45759,412,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,10.91,11310.74,0.47,359.81,35.98,3.18%,95.95%,0.75,2.0
2022-07-23,ID-MU,Maluku Utara,0,0,0,0,14536,330,14205,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.5391072,0.212036949,0.0,11114.82,0.0,252.33,25.23,2.27%,97.72%,1.0,1.0
2020-12-04,ID-RI,Riau,155,2,156,-3,20798,470,18351,1977,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,25.52,3424.05,0.33,77.38,7.74,2.26%,88.23%,0.87,0.4
2021-03-18,ID-SB,Sumatera Barat,105,0,91,14,30520,672,28785,1063,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.4650624,-0.850253225,19.02,5529.74,0.0,121.76,12.18,2.20%,94.32%,0.78,0.0
2020-03-15,ID-BA,Bali,0,0,0,0,1,1,3,-3,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,0.0,0.24,0.0,0.24,0.02,100.00%,300.00%,1.0,1.0
2022-02-01,ID-SU,Sumatera Utara,117,0,2,115,106640,2900,103279,461,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,7.87,7169.13,0.0,194.96,19.5,2.72%,96.85%,2.09,1.0
2021-10-31,ID-GO,Gorontalo,0,0,0,0,11826,460,11306,60,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,0.0,10016.51,0.0,389.62,38.96,3.89%,95.60%,1.0,1.0
2021-09-22,ID-BT,Banten,77,0,70,7,131061,2662,127618,781,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.1090043,-6.456736388,7.18,12223.13,0.0,248.27,24.83,2.03%,97.37%,0.92,0.0
2021-05-05,ID-SU,Sumatera Utara,71,3,64,4,29724,980,26430,2314,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,4.77,1998.27,0.2,65.88,6.59,3.30%,88.92%,1.13,
2022-03-25,ID-BA,Bali,66,1,97,-32,155956,4540,150640,776,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,15.65,36989.96,0.24,1076.81,107.68,2.91%,96.59%,1.02,1.0
2021-10-30,ID-RI,Riau,10,2,11,-3,128455,4100,123897,458,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,1.65,21147.99,0.33,675.0,67.5,3.19%,96.45%,1.0,2.0
2020-05-20,ID-MU,Maluku Utara,1,0,0,1,96,4,13,79,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.5391072,0.212036949,0.76,73.41,0.0,3.06,0.31,4.17%,13.54%,0.5,1.0
2021-02-13,ID-KI,Kalimantan Timur,315,10,485,-180,48845,1154,39323,8368,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,88.68,13750.67,2.82,324.87,32.49,2.36%,80.51%,0.34,0.77
2020-11-18,ID-JB,Jawa Barat,512,5,845,-338,49172,909,37653,10610,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,11.34,1088.81,0.11,20.13,2.01,1.85%,76.57%,0.58,0.19
2020-08-11,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,204,2,190,12,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,0.0,147.85,0.0,1.45,0.14,0.98%,93.14%,0.0,1.0
2020-07-18,ID-KS,Kalimantan Selatan,107,3,88,16,4829,245,1700,2884,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.993594979,26.6,1200.33,0.75,60.9,6.09,5.07%,35.20%,1.06,0.43
2020-06-15,ID-YO,Daerah Istimewa Yogyakarta,3,0,2,1,271,8,216,47,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,0.83,74.63,0.0,2.2,0.22,2.95%,79.70%,0.6,1.0
2022-07-07,ID-LA,Lampung,3,0,0,3,74529,4175,70300,54,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.0214366,-4.916792975,0.33,8193.97,0.0,459.01,45.9,5.60%,94.33%,1.0,1.0
2022-01-02,ID-MU,Maluku Utara,0,0,0,0,12105,303,11802,0,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.5391072,0.212036949,0.0,9255.98,0.0,231.69,23.17,2.50%,97.50%,1.0,1.0
2021-02-10,ID-RI,Riau,173,4,129,40,29842,714,28103,1025,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,28.48,4912.99,0.66,117.55,11.75,2.39%,94.17%,2.37,1.33
2020-04-21,ID-SU,Sumatera Utara,1,0,0,1,84,10,24,50,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,0.07,5.65,0.0,0.67,0.07,11.90%,28.57%,0.5,0.0
2020-03-30,ID-SA,Sulawesi Utara,0,0,0,0,1,1,5,-5,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,0.0,0.38,0.0,0.38,0.04,100.00%,500.00%,1.0,1.0
2020-06-21,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,149,2,108,39,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,0.0,107.99,0.0,1.45,0.14,1.34%,72.48%,0.0,1.0
2021-01-13,ID-KU,Kalimantan Utara,134,0,3,131,5273,65,2469,2739,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.891012621,206.66,8132.24,0.0,100.25,10.02,1.23%,46.82%,0.83,1.0
2021-03-02,ID-KT,Kalimantan Tengah,84,0,53,31,14008,329,12364,1315,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.4176536,-1.602484653,32.68,5449.97,0.0,128.0,12.8,2.35%,88.26%,1.15,0.0
2021-06-22,ID-JT,Jawa Tengah,2416,75,1652,689,237063,10284,194855,31924,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,66.44,6519.15,2.06,282.81,28.28,4.34%,82.20%,0.71,1.56
