Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
2021-04-17,ID-MA,Maluku,13,0,13,0,7473,116,7015,342,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,7.04,4045.81,0.0,62.8,6.28,1.55%,93.87%,2.6,1.0
2022-06-19,ID-JA,Jambi,0,0,3,-3,38270,881,37387,2,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.7236404,-1.69769766,0.0,10955.08,0.0,252.19,25.22,2.30%,97.69%,1.0,1.0
2022-03-03,ID-BA,Bali,172,2,138,32,153418,4446,142991,5981,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,40.8,36387.99,0.47,1054.51,105.45,2.90%,93.20%,0.56,0.12
2022-05-18,ID-KB,Kalimantan Barat,1,0,0,1,64662,1128,63506,28,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.1211776,-0.086474572,0.18,11924.07,0.0,208.01,20.8,1.74%,98.21%,,1.0
2020-11-27,ID-KT,Kalimantan Tengah,86,4,57,25,5689,191,4583,915,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.4176536,-1.602484653,33.46,2213.37,1.56,74.31,7.43,3.36%,80.56%,1.76,1.33
2021-08-27,ID-JK,DKI Jakarta,635,9,353,273,848901,13258,827626,8017,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,58.55,78267.53,0.83,1222.37,122.24,1.56%,97.49%,1.11,0.9
2020-11-30,ID-JA,Jambi,30,0,22,8,1943,38,1334,571,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.7236404,-1.69769766,8.59,556.2,0.0,10.88,1.09,1.96%,68.66%,0.65,1.0
2022-06-13,ID-SG,Sulawesi Tenggara,1,0,0,1,25599,567,25022,10,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,0.38,9713.29,0.0,215.14,21.51,2.21%,97.75%,,1.0
2020-12-17,ID-KT,Kalimantan Tengah,95,0,99,-4,8214,196,4974,3044,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.4176536,-1.602484653,36.96,3195.75,0.0,76.26,7.63,2.39%,60.56%,,1.0
2021-03-17,ID-YO,Daerah Istimewa Yogyakarta,270,1,74,195,30697,739,25123,4835,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,74.36,8454.11,0.28,203.52,20.35,2.41%,81.84%,1.59,0.17
2021-12-30,ID-JI,Jawa Timur,19,1,12,6,400047,29741,370345,-39,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.7329414,-7.723345579,0.47,9882.82,0.02,734.73,73.47,7.43%,92.58%,1.19,1.0
2020-09-15,ID-SS,Sumatera Selatan,40,4,50,-14,5118,309,3803,1006,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,4.87,622.81,0.49,37.6,3.76,6.04%,74.31%,1.48,0.8
2021-11-09,ID-KB,Kalimantan Barat,12,0,14,-2,41214,1056,40125,33,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.1211776,-0.086474572,2.21,7600.11,0.0,194.73,19.47,2.56%,97.36%,2.4,1.0
2022-01-31,ID-JT,Jawa Tengah,195,0,30,165,488441,30409,456202,1830,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,5.36,13431.97,0.0,836.24,83.62,6.23%,93.40%,0.97,0.0
2022-06-12,ID-KT,Kalimantan Tengah,4,0,1,3,56082,1540,54521,21,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.4176536,-1.602484653,1.56,21819.34,0.0,599.15,59.92,2.75%,97.22%,4.0,1.0
2021-03-27,ID-SN,Sulawesi Selatan,34,0,161,-127,59350,906,56974,1470,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.1620559,-3.731080714,3.61,6295.82,0.0,96.11,9.61,1.53%,96.00%,1.06,1.0
2021-05-29,ID-SS,Sumatera Selatan,165,10,263,-108,24068,1212,21533,1323,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,20.08,2928.85,1.22,147.49,14.75,5.04%,89.47%,1.09,10.0
2022-08-25,ID-BB,Kepulauan Bangka Belitung,11,0,7,4,65996,1608,64313,75,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,7.97,47831.26,0.0,1165.41,116.54,2.44%,97.45%,1.22,1.0
2021-01-22,ID-GO,Gorontalo,13,0,7,6,4141,108,3885,148,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,11.01,3507.39,0.0,91.47,9.15,2.61%,93.82%,1.86,1.0
2021-11-09,ID-SS,Sumatera Selatan,5,0,2,3,59891,3070,56763,58,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,0.61,7288.18,0.0,373.59,37.36,5.13%,94.78%,0.83,1.0
2020-12-29,ID-SN,Sulawesi Selatan,567,3,250,314,30029,584,24807,4638,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.1620559,-3.731080714,60.15,3185.46,0.32,61.95,6.2,1.94%,82.61%,1.68,0.75
2021-01-28,ID-MA,Maluku,13,0,0,13,6329,84,5168,1077,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,7.04,3426.46,0.0,45.48,4.55,1.33%,81.66%,13.0,1.0
2020-12-23,ID-SN,Sulawesi Selatan,524,1,598,-75,27384,564,21880,4940,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.1620559,-3.731080714,55.59,2904.88,0.11,59.83,5.98,2.06%,79.90%,0.97,0.2
2021-03-16,ID-LA,Lampung,43,4,47,-8,13347,701,11963,683,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.0214366,-4.916792975,4.73,1467.41,0.44,77.07,7.71,5.25%,89.63%,0.91,0.67
2020-10-07,ID-MU,Maluku Utara,0,0,8,-8,2077,74,1831,172,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.5391072,0.212036949,0.0,1588.16,0.0,56.58,5.66,3.56%,88.16%,1.0,1.0
2021-10-07,ID-JA,Jambi,9,0,22,-13,29654,779,28532,343,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.7236404,-1.69769766,2.58,8488.68,0.0,222.99,22.3,2.63%,96.22%,0.64,0.0
2020-12-21,ID-RI,Riau,76,4,99,-27,23803,543,21258,2002,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,12.51,3918.77,0.66,89.4,8.94,2.28%,89.31%,0.63,2.0
2022-06-06,ID-BT,Banten,47,0,57,-10,293408,2933,290200,275,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.1090043,-6.456736388,4.38,27364.09,0.0,273.54,27.35,1.00%,98.91%,1.31,1.0
2022-07-31,ID-BT,Banten,543,0,954,-411,311733,2938,304248,4547,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.1090043,-6.456736388,50.64,29073.13,0.0,274.01,27.4,0.94%,97.60%,0.87,1.0
2022-05-01,ID-KT,Kalimantan Tengah,5,0,4,1,55975,1532,54393,50,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.4176536,-1.602484653,1.95,21777.71,0.0,596.04,59.6,2.74%,97.17%,1.25,1.0
2022-07-21,ID-MA,Maluku,2,0,4,-2,18596,293,18294,9,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,1.08,10067.69,0.0,158.63,15.86,1.58%,98.38%,,1.0
2022-09-12,ID-JK,DKI Jakarta,17,3,1350,-1336,1410151,15512,1385740,8899,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,1.57,130014.03,0.28,1430.19,143.02,1.10%,98.27%,0.02,1.0
2021-08-14,ID-JB,Jawa Barat,2443,39,2216,188,653606,11358,580616,61632,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,54.09,14472.69,0.86,251.5,25.15,1.74%,88.83%,0.77,0.75
2021-01-05,ID-SN,Sulawesi Selatan,639,6,774,-141,33929,614,27538,5777,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.1620559,-3.731080714,67.78,3599.17,0.64,65.13,6.51,1.81%,81.16%,1.25,3.0
2021-12-06,ID-SU,Sumatera Utara,3,0,3,0,106055,2889,103097,69,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,0.2,7129.8,0.0,194.22,19.42,2.72%,97.21%,1.5,1.0
2022-03-22,ID-AC,Aceh,88,3,187,-102,43281,2157,39093,2031,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,16.77,8248.31,0.57,411.07,41.11,4.98%,90.32%,8.0,0.75
2022-06-25,ID-KT,Kalimantan Tengah,2,0,0,2,56108,1541,54543,24,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.4176536,-1.602484653,0.78,21829.45,0.0,599.54,59.95,2.75%,97.21%,2.0,1.0
2022-07-19,ID-JI,Jawa Timur,344,1,225,118,581478,31663,549385,430,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.7329414,-7.723345579,8.5,14364.92,0.02,782.21,78.22,5.45%,94.48%,1.9,
2022-04-25,ID-KI,Kalimantan Timur,4,0,11,-7,206193,5708,200434,51,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,1.13,58046.71,0.0,1606.9,160.69,2.77%,97.21%,4.0,1.0
2022-08-19,ID-SS,Sumatera Selatan,41,0,25,16,81582,3361,77708,513,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,4.99,9927.78,0.0,409.0,40.9,4.12%,95.25%,1.95,1.0
2021-02-05,ID-ST,Sulawesi Tengah,173,1,52,120,8667,207,5718,2742,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.2010927,-1.00413668,58.53,2932.43,0.34,70.04,7.0,2.39%,65.97%,0.84,0.2
2021-04-02,ID-JT,Jawa Tengah,235,10,138,87,170262,7494,127671,35097,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,6.46,4682.15,0.27,206.08,20.61,4.40%,74.99%,0.35,0.71
2021-12-06,ID-BA,Bali,5,0,9,-4,114265,4050,110059,156,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,1.19,27101.6,0.0,960.59,96.06,3.54%,96.32%,1.0,1.0
2022-02-14,ID-JB,Jawa Barat,8333,5,2093,6235,841626,14839,710147,116640,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,184.52,18635.99,0.11,328.58,32.86,1.76%,84.38%,0.83,0.83
2021-04-15,ID-AC,Aceh,40,1,101,-62,10200,406,8330,1464,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,7.62,1943.87,0.19,77.37,7.74,3.98%,81.67%,1.54,
2021-01-21,ID-LA,Lampung,128,5,217,-94,8654,439,6014,2201,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.0214366,-4.916792975,14.07,951.45,0.55,48.27,4.83,5.07%,69.49%,0.74,2.5
2020-12-27,ID-KS,Kalimantan Selatan,45,2,35,8,15081,575,13507,999,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.993594979,11.19,3748.65,0.5,142.93,14.29,3.81%,89.56%,0.71,
2020-12-31,ID-KB,Kalimantan Barat,25,0,33,-8,3118,27,2742,349,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.1211776,-0.086474572,4.61,574.98,0.0,4.98,0.5,0.87%,87.94%,1.67,1.0
2021-02-04,ID-LA,Lampung,98,6,162,-70,10543,541,7695,2307,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.0214366,-4.916792975,10.77,1159.13,0.66,59.48,5.95,5.13%,72.99%,0.79,0.86
2022-01-21,ID-JT,Jawa Tengah,24,1,10,13,487219,30400,456025,794,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,0.66,13398.36,0.03,835.99,83.6,6.24%,93.60%,0.77,0.33
2020-05-08,ID-ST,Sulawesi Tengah,0,0,0,0,75,3,12,60,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.2010927,-1.00413668,0.0,25.38,0.0,1.02,0.1,4.00%,16.00%,0.0,1.0
2021-11-09,ID-KT,Kalimantan Tengah,1,0,3,-2,45563,1426,44086,51,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.4176536,-1.602484653,0.39,17726.8,0.0,554.8,55.48,3.13%,96.76%,0.5,1.0
2022-06-13,ID-NT,Nusa Tenggara Timur,4,0,5,-1,93889,1520,92334,35,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,0.74,17350.48,0.0,280.89,28.09,1.62%,98.34%,,1.0
2020-05-25,ID-JB,Jawa Barat,16,0,6,10,2396,143,716,1537,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,0.35,53.05,0.0,3.17,0.32,5.97%,29.88%,0.5,0.0
2020-04-22,ID-SG,Sulawesi Tenggara,0,0,0,0,36,2,4,30,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,0.0,13.66,0.0,0.76,0.08,5.56%,11.11%,1.0,1.0
2021-02-22,ID-SN,Sulawesi Selatan,258,2,208,48,54207,823,49934,3450,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.1620559,-3.731080714,27.37,5750.26,0.21,87.3,8.73,1.52%,92.12%,1.43,
2021-01-05,ID-BB,Kepulauan Bangka Belitung,51,3,88,-40,2639,42,1981,616,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,36.96,1912.64,2.17,30.44,3.04,1.59%,75.07%,1.02,1.0
2021-12-11,ID-PB,Papua Barat,4,0,0,4,23438,357,22783,298,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,3.51,20547.01,0.0,312.97,31.3,1.52%,97.21%,1.33,1.0
2021-10-02,ID-AC,Aceh,20,10,121,-111,37812,1947,34268,1597,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,3.81,7206.05,1.91,371.05,37.11,5.15%,90.63%,0.34,1.0
2021-01-08,ID-BE,Bengkulu,32,1,62,-31,3974,124,3177,673,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,16.0,1987.46,0.5,62.01,6.2,3.12%,79.94%,0.26,0.5
2022-05-15,ID-KU,Kalimantan Utara,2,0,0,2,45311,858,44375,78,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.891012621,3.08,69880.49,0.0,1323.24,132.32,1.89%,97.93%,2.0,1.0
2022-07-08,ID-BB,Kepulauan Bangka Belitung,3,0,0,3,65628,1602,64015,11,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,2.17,47564.55,0.0,1161.07,116.11,2.44%,97.54%,,1.0
2022-08-05,ID-JB,Jawa Barat,1193,0,1591,-398,1140594,15898,1110322,14374,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,26.42,25255.99,0.0,352.03,35.2,1.39%,97.35%,0.83,1.0
2021-11-12,ID-BA,Bali,9,1,16,-8,114037,4037,109793,207,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,2.13,27047.53,0.24,957.5,95.75,3.54%,96.28%,2.25,
2020-04-05,ID-RI,Riau,1,1,0,0,11,2,2,7,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,0.16,1.81,0.16,0.33,0.03,18.18%,18.18%,,
2020-07-25,ID-SA,Sulawesi Utara,54,1,23,30,2215,124,1028,1063,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,20.44,838.42,0.38,46.94,4.69,5.60%,46.41%,1.23,
2021-12-05,ID-PB,Papua Barat,7,0,2,5,23402,357,22777,268,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,6.14,20515.45,0.0,312.97,31.3,1.53%,97.33%,0.54,1.0
2021-06-25,ID-PA,Papua,45,1,2,42,20813,273,11571,8969,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,10.37,4795.24,0.23,62.9,6.29,1.31%,55.60%,4.5,
2021-05-07,ID-PA,Papua,2,0,0,2,20410,260,11401,8749,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,0.46,4702.39,0.0,59.9,5.99,1.27%,55.86%,0.09,1.0
2022-05-15,ID-JT,Jawa Tengah,8,0,7,1,627345,33270,593284,791,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,0.22,17251.78,0.0,914.91,91.49,5.30%,94.57%,0.33,1.0
2020-12-31,ID-KI,Kalimantan Timur,364,5,241,118,27076,743,22808,3525,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,102.47,7622.34,1.41,209.17,20.92,2.74%,84.24%,1.14,0.71
2020-12-09,ID-BA,Bali,139,4,91,44,15070,450,13799,821,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,32.97,3574.33,0.95,106.73,10.67,2.99%,91.57%,1.62,4.0
2022-04-24,ID-MA,Maluku,0,0,6,-6,18534,292,18220,22,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,0.0,10034.12,0.0,158.09,15.81,1.58%,98.31%,1.0,1.0
2021-07-23,ID-NB,Nusa Tenggara Barat,295,0,226,69,17778,546,14507,2725,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,55.97,3373.28,0.0,103.6,10.36,3.07%,81.60%,0.78,0.0
2021-03-09,ID-JI,Jawa Timur,393,22,434,-63,132880,9253,117821,5806,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.7329414,-7.723345579,9.71,3282.69,0.54,228.59,22.86,6.96%,88.67%,1.21,0.96
2021-08-20,ID-KU,Kalimantan Utara,358,9,417,-68,29650,610,22329,6711,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.891012621,552.12,45727.45,13.88,940.77,94.08,2.06%,75.31%,0.86,1.5
2021-11-21,ID-ST,Sulawesi Tengah,1,0,9,-8,47118,1599,45467,52,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.2010927,-1.00413668,0.34,15942.12,0.0,541.01,54.1,3.39%,96.50%,0.14,1.0
2022-07-08,ID-SB,Sumatera Barat,8,0,3,5,103872,2351,101494,27,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.4650624,-0.850253225,1.45,18819.97,0.0,425.96,42.6,2.26%,97.71%,4.0,0.0
2021-03-27,ID-PA,Papua,121,0,0,121,19414,246,10404,8764,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,27.88,4472.91,0.0,56.68,5.67,1.27%,53.59%,1.36,1.0
2021-10-19,ID-BB,Kepulauan Bangka Belitung,15,1,43,-29,51844,1429,50147,268,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,10.87,37574.46,0.72,1035.68,103.57,2.76%,96.73%,1.67,0.5
2022-09-09,ID-MA,Maluku,1,0,0,1,18726,295,18390,41,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,0.54,10138.07,0.0,159.71,15.97,1.58%,98.21%,0.5,1.0
2020-04-03,ID-AC,Aceh,0,0,0,0,5,0,1,4,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,0.0,0.95,0.0,0.0,0.0,0.00%,20.00%,1.0,1.0
2020-11-22,ID-NT,Nusa Tenggara Timur,14,2,6,6,951,17,662,272,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,2.59,175.74,0.37,3.14,0.31,1.79%,69.61%,0.56,
2022-05-11,ID-KI,Kalimantan Timur,18,0,3,15,206274,5711,200516,47,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,5.07,58069.51,0.0,1607.74,160.77,2.77%,97.21%,2.25,1.0
2021-09-24,ID-KR,Kepulauan Riau,25,1,24,0,53524,1729,51248,547,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,12.96,27741.27,0.52,896.13,89.61,3.23%,95.75%,0.6,0.25
2020-08-17,ID-MA,Maluku,26,1,0,25,1521,30,947,544,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,14.08,823.45,0.54,16.24,1.62,1.97%,62.26%,0.55,
